NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,Municipio.NomeMunicipio,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,97432014|48412023|155832022,1002606494,Vila Residencial CBA Cachoeira do FranÃÂ§a,,SP,3526209,10M0G7W|5M00G7W,LTE|WCDMA,788|2160|874.5,733|1970|829.5,100,Greenfield,nÃÂ£o,029161203518,14.7|17.5|14.5,25,65,0,28,057731705894|027191702519|000081201882,40,-23.943611,-47.195278,2023-11-23,2016-05-02,2029-12-08|2038-04-30|2028-11-29,Juquitiba,20250719,2,100.0,3.4225250000000003
VIVO,50409146447,97432014|155832022|48412023,1002606494,Vila Residencial CBA Cachoeira do FranÃÂ§a,,SP,3526209,10M0G7W|5M00G7W,LTE|WCDMA,788|874.5|2160,733|829.5|1970,200,Greenfield,nÃÂ£o,029161203518,14.7|14.5|17.5,25,65,0,30,057731705894|000081201882|027191702519,40,-23.943611,-47.195278,2023-11-23,2016-05-02,2029-12-08|2028-11-29|2038-04-30,Juquitiba,20250719,3,200.0,3.4225250000000003
VIVO,50409146447,97432014|48412023|155832022,1002606494,Vila Residencial CBA Cachoeira do FranÃÂ§a,,SP,3526209,10M0G7W|5M00G7W,LTE|WCDMA,788|2160|874.5,733|1970|829.5,300,Greenfield,nÃÂ£o,029161203518,14.7|17.5|14.5,25,65,5,30,057731705894|027191702519|000081201882,40,-23.943611,-47.195278,2023-11-23,2016-05-02,2029-12-08|2038-04-30|2028-11-29,Juquitiba,20250719,4,300.0,3.4225250000000003
VIVO,50409146447,155832022|97432014|59072012,442787260,RUA INÃÂCIO VIEIRA PINTO,,SP,3526209,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|788|2680,829.5|845.75|733|2560,20,Greenfield,sim,038801200762|056001603518|029161203518,16.5|13.5|17.5|14.5,26|25|30,68|63|57|65,2|0,60|57,000910502519|029361602519|045621602519|000081201882,14.5|40,-23.923903,-46.992528,2024-01-03,1999-12-15,2028-11-29|2029-12-08|2027-10-18,Juquitiba,20250719,1,20.0,2.9172849999999997
VIVO,50409146447,155832022|97432014|59072012,442787260,RUA INÃÂCIO VIEIRA PINTO,,SP,3526209,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|788|2680,829.5|845.75|733|2560,100,Greenfield,sim,038801200762|056001603518|029161203518,16.5|13.5|17.5|14.5,26|25|30,68|63|57|65,2|0,60|57,000910502519|029361602519|045621602519|000081201882,32.5|40,-23.923903,-46.992528,2024-01-03,1999-12-15,2028-11-29|2029-12-08|2027-10-18,Juquitiba,20250719,2,100.0,2.9172849999999997
VIVO,50409146447,155832022|97432014|59072012,442787260,RUA INÃÂCIO VIEIRA PINTO,,SP,3526209,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|788|2680,829.5|845.75|733|2560,210,Greenfield,sim,000650501705|056001603518|029161203518,17.8|13.5|17.5|14.5,25|30,68|63|57|65,0,57|60,000910502519|029361602519|045621602519|000081201882,14.5|40,-23.923903,-46.992528,2024-01-03,1999-12-15,2028-11-29|2029-12-08|2027-10-18,Juquitiba,20250719,3,210.0,2.9172849999999997
VIVO,50409146447,155832022,5488923,RUA MARECHAL ARTUR COSTA E SILVA,,SP,3526209,200KG7W,GSM,874.5|890.75,829.5|845.75,80,,,038801200762,17.8,25,65,2,62,000910502519,14.5,-23.9425,-47.069722,2024-08-12,1999-12-10,2028-11-29,Juquitiba,20250719,1,80.0,0.64066
VIVO,50409146447,48422023|59072012|97432014|166262022|105802021|155832022,5488923,RUA MARECHAL ARTUR COSTA E SILVA,,SP,3526209,5M00G7W|20M0G7W|10M0G7W|100MG7W,LTE|NR|WCDMA,1862.5|2680|1867.5|788|1875|3450|874.5,1767.5|2560|1772.5|733|1780|3450|829.5,90,Greenfield,sim,056001603518|072792302519,16.7|17.5|13.5|17.45|14.1,30|25|0,64|57|63|65|59,3,67|66,006091702519|045621602519|029361602519|072792302519|039721705894,80|40|200,-23.9425,-47.069722,2024-08-12,1999-12-10,2032-12-22|2027-10-18|2029-12-08|2041-12-08|2028-11-29,Juquitiba,20250719,2,90.0,0.64066
VIVO,50409146447,155832022|48422023|59072012|97432014|166262022|105802021,5488923,RUA MARECHAL ARTUR COSTA E SILVA,,SP,3526209,200KG7W|5M00G7W|20M0G7W|10M0G7W|100MG7W,GSM|LTE|NR|WCDMA,874.5|890.75|1862.5|2680|1867.5|788|1875|3450,829.5|845.75|1767.5|2560|1772.5|733|1780|3450,230|240,Greenfield,sim,038801200762|056001603518|072792302519,17.8|16.7|17.5|13.5|17.45|14.1,25|30|0,65|64|57|63|59,2|3,62|67|66,000910502519|006091702519|045621602519|029361602519|072792302519|039721705894,14.5|80|40|200,-23.9425,-47.069722,2024-08-12,1999-12-10,2028-11-29|2032-12-22|2027-10-18|2029-12-08|2041-12-08,Juquitiba,20250719,3,240.0,0.64066
VIVO,50409146447,155832022|48422023|59072012|97432014|166262022|105802021,5488923,RUA MARECHAL ARTUR COSTA E SILVA,,SP,3526209,200KG7W|5M00G7W|20M0G7W|10M0G7W|100MG7W,GSM|LTE|NR|WCDMA,890.75|1867.5|874.5|1862.5|2680|788|1875|3450,845.75|1772.5|829.5|1767.5|2560|733|1780|3450,340|350,Greenfield,sim,038801200762|056001603518|072792302519,17.8|16.7|17.5|13.5|17.45|14.1,25|30|0,65|64|57|63|59,2|3,62|67|66,000910502519|005311101882|006091702519|045621602519|029361602519|072792302519|039721705894,14.5|12.2|80|40|200,-23.9425,-47.069722,2024-08-12,1999-12-10,2028-11-29|2032-12-22|2027-10-18|2029-12-08|2041-12-08,Juquitiba,20250719,4,350.0,0.64066
VIVO,50409146447,97432014|59072012|48422023|48412023|155832022,641267754,RODOVIA RÃÂGIS BITTENCOURT,KM 335 BR 116 TOPO DO MORRO MACOR,SP,3526209,10M0G7W|20M0G7W|5M00G7W,LTE|WCDMA,788|2680|1867.5|1862.5|2160|874.5,733|2560|1772.5|1767.5|1970|829.5,360,,,056001603518,11.14|14.36,25,75.69|69.24,4,60,057731705894|055131805894|040952002519|008041101882|000081201882,80|40|60,-23.986556,-47.146914,2024-01-02,2003-05-23,2029-12-08|2027-10-18|2032-12-22|2038-04-30|2028-11-29,Juquitiba,20250719,0,360.0,2.546625
VIVO,50409146447,155832022,641267754,RODOVIA RÃÂGIS BITTENCOURT,KM 335 BR 116 TOPO DO MORRO MACOR,SP,3526209,200KG7W,GSM,874.5|890.75,829.5|845.75,30,,,002000703518,14.8,25,70,7,60,008851101882,17,-23.986556,-47.146914,2024-01-02,2003-05-23,2028-11-29,Juquitiba,20250719,1,30.0,2.546625
VIVO,50409146447,97432014|59072012|48422023|48412023|155832022,641267754,RODOVIA RÃÂGIS BITTENCOURT,KM 335 BR 116 TOPO DO MORRO MACOR,SP,3526209,10M0G7W|20M0G7W|5M00G7W,LTE|WCDMA,788|2680|1867.5|1862.5|2160|874.5,733|2560|1772.5|1767.5|1970|829.5,90,,,056001603518,11.14|14.36,25,75.69|69.24,2,60,057731705894|055131805894|040952002519|008041101882|000081201882,80|40|60,-23.986556,-47.146914,2024-01-02,2003-05-23,2029-12-08|2027-10-18|2032-12-22|2038-04-30|2028-11-29,Juquitiba,20250719,2,90.0,2.546625
